https://genesys.wd1.myworkdayjobs.com/en-US/Genesys/job/Virtual-Office-California/HR-Share-Services--Director_JR110250-1	Genesys	Director, HR Shared Services	Workday (see posting)	workday-genesys	2026-04-20
https://genesys.wd1.myworkdayjobs.com/en-US/Genesys/job/Amsterdam-Flexible/Services-Engagement-Director_JR109331-2	Genesys	Services Engagement Director	Workday (see posting)	workday-genesys	2026-04-20
https://genesys.wd1.myworkdayjobs.com/en-US/Genesys/job/Sao-Paulo-Brazil/AI-Transformation-Engagement-Lead_JR110782-2	Genesys	AI Transformation Engagement Lead	Workday (see posting)	workday-genesys	2026-04-20
https://genesys.wd1.myworkdayjobs.com/en-US/Genesys/job/Sao-Paulo-Brazil/Director-HR--LATAM_JR110729	Genesys	Director HR, LATAM	Workday (see posting)	workday-genesys	2026-04-20
https://fis.wd5.myworkdayjobs.com/en-US/SearchJobs/job/US-FL-JAX-347/Director--Client-Success_JR0306357	FIS Global	Director, Client Success	Workday (see posting)	workday-fis-global	2026-04-20
https://ryan.wd1.myworkdayjobs.com/en-US/RyanCareers/job/Dallas/Federal-Income-Tax-Director--Senior-Manager--Manager--Senior-Consultant_R0017367-1	Ryan LLC (Houston)	Federal Income Tax - Director or Senior Manager	Workday (see posting)	workday-ryan-llc-houston	2026-04-20
https://bakertilly.wd5.myworkdayjobs.com/en-US/BTCareers/job/USA-NY-New-York-City-66-Hudson-Blvd-E/Principal--Digital-Transformation_JR104875	BakerTilly	Principal, Digital Transformation	Workday (see posting)	workday-bakertilly	2026-04-20
https://bakertilly.wd5.myworkdayjobs.com/en-US/BTCareers/job/USA-IL-Remote/Director--State---Local-Tax--Indirect-Tax_JR104984	BakerTilly	Director, State & Local Tax- Indirect Tax	Workday (see posting)	workday-bakertilly	2026-04-20
